905302,7/4/25,20:11:1,235.06,53,1000.44,34.20,22.40,35.30,7,36.9898683,-122.0525483,1.14,171.7,0.036,9999,25.36,32.86,26.25,32.28,83271,28.60,83307,27.88
905302,7/4/25,20:11:1,235.58,53,1000.40,34.20,22.50,35.29,7,36.9898683,-122.0525483,1.14,171.7,0.036,9999,25.36,32.86,26.25,32.28,83271,28.39,83307,27.87
905302,7/4/25,20:11:2,236.09,53,1000.40,34.21,22.50,35.30,7,36.9898685,-122.0525478,1.14,171.8,0.028,9999,25.44,32.86,26.52,32.25,83271,28.52,83307,27.99
905302,7/4/25,20:11:2,236.61,53,1000.40,34.22,22.50,35.30,7,36.9898685,-122.0525478,1.14,171.8,0.028,9999,25.69,32.86,26.68,32.25,83271,28.66,83307,28.10
905302,7/4/25,20:11:3,237.12,53,1000.40,34.22,22.40,35.31,7,36.9898688,-122.0525468,1.14,171.7,0.023,9999,25.44,32.82,26.42,32.24,83271,28.66,83307,28.10
905302,7/4/25,20:11:3,237.64,53,1000.31,34.22,22.40,35.32,7,36.9898688,-122.0525468,1.14,171.7,0.023,9999,25.34,32.76,26.31,32.19,83271,28.34,83307,27.93
905302,7/4/25,20:11:4,238.16,53,1000.41,34.23,22.40,35.32,7,36.9898687,-122.0525460,1.14,171.6,0.028,9999,25.69,32.71,26.68,32.15,83271,28.36,83307,27.88
905302,7/4/25,20:11:4,238.67,53,1000.32,34.23,22.40,35.33,7,36.9898687,-122.0525460,1.14,171.6,0.028,9999,25.77,32.71,26.76,32.12,83271,28.28,83307,27.51
905302,7/4/25,20:11:5,239.19,53,1000.39,34.23,22.40,35.33,8,36.9898692,-122.0525455,1.13,171.6,0.029,9999,25.77,32.71,26.76,32.12,83271,27.98,83307,27.05
905302,7/4/25,20:11:5,239.70,53,1000.41,34.24,22.40,35.33,8,36.9898692,-122.0525455,1.13,171.6,0.029,9999,25.63,32.71,26.64,32.10,83271,27.75,83307,26.56
905302,7/4/25,20:11:6,240.22,53,1000.37,34.25,22.40,35.34,8,36.9898692,-122.0525442,1.13,171.4,0.058,9999,25.84,32.65,26.96,32.06,83271,27.81,83307,26.81
905302,7/4/25,20:11:6,240.74,53,1000.36,34.25,22.40,35.34,8,36.9898692,-122.0525442,1.13,171.4,0.058,9999,25.77,32.60,26.86,32.00,83271,27.86,83307,27.05
905302,7/4/25,20:11:7,241.25,53,1000.37,34.25,22.30,35.35,8,36.9898695,-122.0525435,1.13,171.2,0.054,9999,25.69,32.57,26.80,31.93,83271,27.71,83307,27.10
905302,7/4/25,20:11:7,241.77,53,1000.38,34.26,22.30,35.35,8,36.9898695,-122.0525435,1.13,171.2,0.054,9999,25.73,32.55,26.82,31.88,83271,27.76,83307,27.24
905302,7/4/25,20:11:8,242.28,53,1000.36,34.26,22.20,35.37,8,36.9898697,-122.0525428,1.13,171.1,0.043,9999,25.73,32.55,26.82,31.88,83271,27.81,83307,27.31
905302,7/4/25,20:11:8,242.80,53,1000.39,34.26,22.10,35.37,8,36.9898697,-122.0525428,1.13,171.1,0.043,9999,25.81,32.50,26.90,31.85,83271,27.97,83307,27.43
905302,7/4/25,20:11:9,243.32,53,1000.38,34.27,22.10,35.37,8,36.9898698,-122.0525432,1.13,170.9,0.044,9999,25.94,32.46,27.10,31.81,83271,28.00,83307,27.46
905302,7/4/25,20:11:9,243.83,53,1000.43,34.27,22.00,35.37,8,36.9898698,-122.0525432,1.13,170.9,0.044,9999,26.02,32.46,27.22,31.78,83271,28.00,83307,27.55
905302,7/4/25,20:11:10,244.35,53,1000.40,34.28,22.00,35.37,8,36.9898700,-122.0525425,1.13,170.7,0.035,9999,26.18,32.46,27.36,31.77,83271,27.98,83307,27.51
905302,7/4/25,20:11:11,244.86,53,1000.39,34.29,22.00,35.39,8,36.9898702,-122.0525413,1.13,170.5,0.040,9999,26.30,32.46,27.54,31.77,83271,27.98,83307,27.51
905302,7/4/25,20:11:11,245.38,53,1000.43,34.29,21.90,35.39,8,36.9898702,-122.0525413,1.13,170.5,0.040,9999,26.30,32.46,27.54,31.77,83271,28.00,83307,27.60
905302,7/4/25,20:11:12,245.90,53,1000.41,34.29,21.90,35.40,8,36.9898710,-122.0525402,1.13,170.4,0.062,9999,26.22,32.42,27.38,31.76,83271,27.72,83307,27.36
905302,7/4/25,20:11:12,246.41,53,1000.38,34.29,21.70,35.40,8,36.9898710,-122.0525402,1.13,170.4,0.062,9999,26.30,32.31,27.38,31.70,83271,27.62,83307,27.25
